"cleabs","nature","usage_1","usage_2","construction_legere","etat_de_l_objet","gcms_detruit","gcms_date_creation","gcms_date_modification","gcms_date_destruction","date_d_apparition","date_de_confirmation","diffusion","source_detaillee","sources","identifiants_sources","methode_d_acquisition_planimetrique","precision_planimetrique","methode_d_acquisition_altimetrique","precision_altimetrique","complement","nombre_de_logements","nombre_d_etages","materiaux_des_murs","materiaux_de_la_toiture","hauteur","altitude_minimale_sol","altitude_minimale_toit","altitude_maximale_toit","altitude_maximale_construction","altitude_maximale_sol","nom","commentaire_centralise","commentaire_collecteur","origine_du_batiment","source_restitution","metadonnees_unification","metadonnees_appariement_ff","appariement_fichiers_fonciers","identifiant_parcellaire","liens_vers_adresse","liens_vers_evolution","gcms_numrec","gcms_territoire","gcms_fingerprint","gcvs_nom_lot","exception_legitime","geometrie","gcvs_empreinte"
BATIMENT0000000000163445,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:39:01.349,2010-07-09 09:47:31.611,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,5.20,56.90,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897923,FXX,"0","75 Paris","","MULTIPOLYGON Z(((656147.4 6861558.8 62.1, 656153.9 6861542.1 62.1, 656171.4 6861546.7 62.1, 656170.8 6861548.2 62.1, 656175.7 6861549.4 62.1, 656173.7 6861556.4 62.1, 656170.1 6861568.8 62.1, 656147.4 6861558.8 62.1)))","LINESTRING (656147.4 6861542.1, 656175.7 6861568.8)"
BATIMENT0000000000163455,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:39:01.349,2010-01-18 15:52:48.766,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,24.50,56.90,,,,,"",,,Imagerie aérienne,,"","",,,,"",4105378,FXX,"0","75 Paris","","MULTIPOLYGON Z(((656108.1 6861593.1 73.4, 656111.2 6861585.8 73, 656125.6 6861594.5 80.5, 656128 6861591 80.4, 656150.9 6861604.5 80.3, 656155.6 6861606.3 70.1, 656159.1 6861601 70.1, 656163.3 6861603.1 71.8, 656164.7 6861604.2 76, 656175.9 6861610.4 76.1, 656171.5 6861619 76.1, 656160.5 6861612.3 75.8, 656155.4 6861609.5 72.9, 656151.9 6861615.8 72.8, 656155.8 6861619.2 75.2, 656166.9 6861625.4 75.1, 656163.2 6861633.7 75.1, 656152.2 6861627.8 74.9, 656148.7 6861625.6 73.3, 656145.5 6861623.7 72.2, 656148.4 6861617.6 71.8, 656144.5 6861615.3 81.3, 656122.4 6861602.7 81.4, 656108.1 6861593.1 73.4)))","LINESTRING (656108.1 6861585.8, 656175.9 6861633.7)"
BATIMENT0000000000163486,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:39:01.349,2010-07-09 09:47:31.611,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,28.60,56.90,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897923,FXX,"0","75 Paris","","MULTIPOLYGON Z(((656213 6861587.3 83.9, 656208.1 6861598.1 85.5, 656207 6861601.1 83.8, 656141.8 6861573.4 83.8, 656142.9 6861569.8 85.3, 656146.1 6861561.6 84.6, 656147.4 6861558.8 82, 656170.1 6861568.8 83, 656213 6861587.3 83.9)))","LINESTRING (656141.8 6861558.8, 656213 6861601.1)"
BATIMENT0000000000163501,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:39:01.349,2010-01-18 15:52:48.766,,,true,"",,,Calculé,20.0,Z corrigé,2.5,"",,,,,34.80,56.90,,,,,"",,,Autre,,"","",,,,"",4105378,FXX,"0","75 Paris","","MULTIPOLYGON Z(((656126.1 6861535.4 67.7, 656126.5 6861533.6 67.7, 656134.4 6861536 68.7, 656136.1 6861532.5 68.7, 656153.7 6861538.6 69.3, 656156 6861533.3 69.5, 656173.5 6861538.5 69.8, 656173.3 6861543.6 77.4, 656190.8 6861546.5 91.7, 656188.9 6861552.8 78, 656186.5 6861560.3 61.6, 656181.4 6861558.8 61.6, 656182.7 6861551.6 79.1, 656175.7 6861549.4 79.1, 656170.8 6861548.2 78.2, 656171.4 6861546.7 78.8, 656153.9 6861542.1 69.7, 656147.4 6861558.8 69.7, 656146.1 6861561.6 69.7, 656142.9 6861569.8 69.7, 656141.8 6861573.4 69.7, 656207 6861601.1 69.7, 656212.2 6861603.4 59.1, 656215.8 6861605.4 59.1, 656214.5 6861610 59.1, 656210.6 6861608.4 59.1, 656208.7 6861612.7 59.1, 656217.6 6861618 59.1, 656213.5 6861624.5 59.1, 656203.8 6861619.9 59.1, 656201.9 6861626.2 59.1, 656191.3 6861618.9 59.1, 656174.1 6861648.1 59.1, 656158 6861641.1 59.1, 656153.4 6861650.3 59.1, 656142.9 6861643.9 59.1, 656146.4 6861634.4 59.1, 656142.2 6861630.7 59.1, 656145.5 6861623.7 59.1, 656148.7 6861625.6 59.1, 656152.2 6861627.8 59.1, 656163.2 6861633.7 59.1, 656166.9 6861625.4 59.1, 656155.8 6861619.2 59.1, 656151.9 6861615.8 59.1, 656155.4 6861609.5 59.1, 656160.5 6861612.3 59.1, 656171.5 6861619 59.1, 656175.9 6861610.4 59.1, 656164.7 6861604.2 59.1, 656163.3 6861603.1 59.1, 656159.1 6861601 59.1, 656161 6861598.1 59.1, 656162.4 6861595.3 59.1, 656140.5 6861583.5 62.6, 656139.2 6861587.2 62.6, 656131.1 6861585.4 73.5, 656127.3 6861583.5 73.4, 656119.7 6861581.1 73.5, 656120.4 6861579.7 73.5, 656116.6 6861577 73, 656120.9 6861567.5 73.5, 656123.5 6861568 72.6, 656124 6861564.9 69.7, 656121.9 6861564.5 69.7, 656128.3 6861544.8 68.9, 656124.5 6861543.3 67.7, 656124.7 6861539.6 67.7, 656121.3 6861539.6 67.1, 656122.8 6861535 67.2, 656126.1 6861535.4 67.7)))","LINESTRING (656116.6 6861532.5, 656217.6 6861650.3)"
BATIMENT0000000000163618,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:38:37.017,2010-07-09 09:40:19.931,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,5.00,36.00,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897874,FXX,"0","75 Paris","","MULTIPOLYGON Z(((653779.7 6861611.1 40.3, 653789.3 6861627.7 40.3, 653784.1 6861629.3 40.3, 653776.3 6861614 41, 653779.7 6861611.1 40.3)))","LINESTRING (653776.3 6861611.1, 653789.3 6861629.3)"
BATIMENT0000000000163623,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:38:37.017,2010-07-09 09:40:19.931,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,17.20,36.00,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897874,FXX,"0","75 Paris","","MULTIPOLYGON Z(((653789.3 6861627.7 49.8, 653779.7 6861611.1 51.1, 653783.1 6861599.5 53.2, 653785.7 6861599.8 53.2, 653788.1 6861600.2 53.2, 653791 6861600.4 53.2, 653793.7 6861600.4 53.2, 653796.7 6861600.3 53.2, 653800.5 6861599.8 53.2, 653803.9 6861599 53.2, 653804.6 6861601.3 53.2, 653806.6 6861601 52.5, 653813.1 6861599.1 51.4, 653790.5 6861633.1 49.9, 653789.3 6861627.7 49.8)))","LINESTRING (653779.7 6861599, 653813.1 6861633.1)"
BATIMENT0000000000163626,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:38:37.017,2010-07-09 09:40:19.931,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,19.90,35.40,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897874,FXX,"0","75 Paris","","MULTIPOLYGON Z(((653766.4 6861585.7 55.3, 653770.2 6861588.4 55.3, 653775.7 6861591.6 55.3, 653779.3 6861593 55.3, 653777.5 6861597.7 55.3, 653774.9 6861603.7 44.5, 653774.3 6861604.9 42.4, 653771.3 6861612.4 38.3, 653765.8 6861605.2 38.3, 653760.9 6861598.4 38.3, 653763.9 6861590.2 55.3, 653766.4 6861585.7 55.3)))","LINESTRING (653760.9 6861585.7, 653779.3 6861612.4)"
BATIMENT0000000000164065,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:39:01.349,2010-01-18 15:52:48.766,,,true,"",,,Calculé,20.0,Z corrigé,2.5,"",,,,,34.90,56.90,,,,,"",,,Autre,,"","",,,,"",4105378,FXX,"0","75 Paris","","MULTIPOLYGON Z(((656207 6861601.1 69.7, 656208.1 6861598.1 62.3, 656213 6861587.3 62.3, 656215.5 6861575.5 62.3, 656198.4 6861571.4 62.3, 656200.5 6861564.7 66.7, 656201.2 6861560.7 67.7, 656203 6861549.3 91.8, 656190.8 6861546.5 91.7, 656173.3 6861543.6 77.4, 656173.5 6861538.5 69.8, 656156 6861533.3 69.5, 656153.7 6861538.6 69.3, 656136.1 6861532.5 68.7, 656134.4 6861536 68.7, 656126.5 6861533.6 67.7, 656126.1 6861535.4 67.7, 656122.8 6861535 67.2, 656125 6861528.2 59.1, 656112.5 6861525.4 59.1, 656117.3 6861513.4 59.1, 656142.2 6861518.7 59.1, 656159.7 6861522.8 59.1, 656175.2 6861527.6 59.1, 656174.1 6861533.6 59.1, 656180 6861534.8 59.1, 656182 6861526.3 59.1, 656221.1 6861535.4 59.1, 656223.3 6861528 59.1, 656226.8 6861528.5 59.1, 656239.9 6861532.1 59.1, 656247.9 6861534.3 59.1, 656245.3 6861545.1 59.1, 656250.9 6861547.1 59.1, 656247.2 6861553.7 59.1, 656241.3 6861552.3 59.1, 656239 6861560.4 59.1, 656242 6861561 59.1, 656237.8 6861566.6 59.1, 656227.3 6861563.9 59.1, 656224.3 6861573.4 59.1, 656233 6861578.5 59.1, 656228.3 6861584.4 59.1, 656221.1 6861597 59.1, 656215.9 6861595.4 59.1, 656215 6861597.6 59.1, 656212.2 6861603.4 59.1, 656207 6861601.1 69.7)))","LINESTRING (656112.5 6861513.4, 656250.9 6861603.4)"
BATIMENT0000000000164066,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:39:01.349,2010-07-09 09:47:31.611,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,6.60,56.90,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897923,FXX,"0","75 Paris","","MULTIPOLYGON Z(((656063.5 6861565.6 60.7, 656065 6861562.8 60.7, 656061.5 6861561 60.7, 656065.4 6861548.1 60.7, 656068.8 6861549.1 60.7, 656070 6861546 60.7, 656072.5 6861546.7 60.7, 656081.6 6861517.6 60.7, 656083.3 6861514.2 60.7, 656077.1 6861511.1 60.7, 656082.3 6861497.8 60.7, 656088.9 6861499.2 60.7, 656088 6861504 60.7, 656089.7 6861504.3 60.7, 656089.2 6861505.8 60.7, 656090.6 6861506.1 60.7, 656091.4 6861504.5 60.7, 656092.5 6861504.4 60.7, 656094.5 6861500.1 60.7, 656097.2 6861500.9 60.7, 656096.5 6861503.8 60.7, 656091.4 6861520.7 60, 656112.5 6861525.4 60, 656104.2 6861551 60, 656116.6 6861554.2 60.5, 656121.3 6861539.6 60.5, 656124.7 6861539.6 60.5, 656124.5 6861543.3 60.5, 656128.3 6861544.8 60.5, 656121.9 6861564.5 60.5, 656124 6861564.9 60.5, 656123.5 6861568 60.5, 656120.9 6861567.5 60.5, 656116.6 6861577 60.5, 656111.2 6861585.8 62.1, 656108.1 6861593.1 62.1, 656102.4 6861603 62.1, 656105.9 6861604.8 61, 656101.5 6861612.9 60.9, 656097.5 6861611 61.1, 656098.2 6861609.5 62.2, 656094.2 6861607.3 61.4, 656091.4 6861605.3 60, 656109.1 6861568.6 63, 656106.6 6861567.6 62.9, 656089.2 6861602.1 60.8, 656084.4 6861599.9 60.8, 656102.1 6861565.6 63.4, 656104.7 6861560.7 63.5, 656101.5 6861559.6 63.4, 656091.8 6861579.1 60.7, 656078.3 6861572.2 60.7, 656085.2 6861559 60.7, 656083.1 6861557.4 60.7, 656085.7 6861551.9 60.7, 656080.6 6861550.1 60.7, 656074.7 6861563 60.7, 656076.4 6861563.5 60.7, 656073.7 6861569.7 60.7, 656063.5 6861565.6 60.7)))","LINESTRING (656061.5 6861497.8, 656128.3 6861612.9)"
BATIMENT0000000000164079,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:39:01.349,2010-07-09 09:47:31.611,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,20.80,56.90,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897923,FXX,"0","75 Paris","","MULTIPOLYGON Z(((656223.3 6861528 69.5, 656221.1 6861535.4 70.1, 656182 6861526.3 71.3, 656180 6861534.8 69.3, 656174.1 6861533.6 69.5, 656175.2 6861527.6 71.1, 656159.7 6861522.8 74.5, 656142.2 6861518.7 74.5, 656117.3 6861513.4 68.4, 656117.7 6861510.9 68.4, 656113.5 6861508.8 68.4, 656115.3 6861501 68.4, 656121.4 6861502.2 77.7, 656144.2 6861507.7 76.9, 656163.8 6861513.1 75, 656178.4 6861516.7 73.3, 656223.3 6861528 69.5)))","LINESTRING (656113.5 6861501, 656223.3 6861535.4)"
BATIMENT0000000000164239,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:38:37.017,2010-07-09 09:40:19.931,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,50.20,35.40,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897874,FXX,"0","75 Paris","","MULTIPOLYGON Z(((653830.8 6861403.2 62.5, 653832.8 6861391.4 69.2, 653830 6861390.5 69.2, 653831.1 6861385.1 69.1, 653834.1 6861386.1 69.1, 653835.3 6861382.8 69.1, 653837.8 6861385.4 69.1, 653828.4 6861419.9 69.4, 653827.4 6861424.3 78.8, 653845.9 6861434.1 79.3, 653836.4 6861451.1 78.7, 653856.3 6861461.2 74.3, 653858 6861462.8 69.4, 653859.8 6861458.7 69.4, 653867 6861473.2 69.4, 653865.6 6861476.5 69.4, 653872.4 6861480.5 69.4, 653871.8 6861483.8 74.5, 653860.7 6861503.4 75.1, 653858.8 6861506.2 74.2, 653854.9 6861512.5 73.2, 653844.8 6861507.4 73.4, 653822.2 6861549.2 74.4, 653827 6861552.6 74.3, 653815.8 6861566.8 74.2, 653811.1 6861564.2 76.9, 653808.8 6861567.2 75.8, 653799.5 6861584.4 75.4, 653795.7 6861584.7 75.4, 653792.9 6861584.7 75.4, 653789.6 6861584.7 75.2, 653786.5 6861584.3 75.2, 653783.2 6861583.7 75.1, 653780.2 6861582.3 75.1, 653777.2 6861580.5 75.1, 653775.1 6861578.8 75.1, 653772.6 6861577 75.1, 653770.3 6861574.8 75.1, 653768 6861572.1 75.1, 653766.3 6861569.5 75.1, 653765.7 6861567.5 75, 653764.8 6861565.2 75, 653772.8 6861548.8 75, 653775.9 6861544.3 78.2, 653765.5 6861539.2 78, 653761.1 6861536.7 75.2, 653757.4 6861534.7 68.5, 653758.9 6861528.3 68.9, 653761.7 6861529.3 67.7, 653766 6861519 63.7, 653781.5 6861461.5 67.1, 653787.2 6861463.5 67.6, 653792.8 6861456 65.5, 653789.8 6861451.8 64.4, 653788.7 6861449.8 64.4, 653787 6861446 64.4, 653786.5 6861443.7 64.4, 653786 6861440.9 64.4, 653785.7 6861437.1 64.5, 653785.7 6861434.7 64.5, 653785.7 6861432 64.5, 653786.2 6861427.9 64.5, 653788 6861423.4 64.2, 653790.8 6861424.1 64.2, 653792.7 6861420.2 64.4, 653791.9 6861416.6 64.6, 653794.5 6861413.7 64.6, 653797.4 6861411 64.6, 653799.9 6861409.5 64.5, 653803.4 6861407.7 64.5, 653806.8 6861406.7 64.3, 653811 6861405.8 64, 653814.8 6861405 64, 653817.6 6861404.9 63.7, 653821.5 6861406.2 63.3, 653823.3 6861403.1 63.3, 653829.2 6861405.5 62.5, 653830.8 6861403.2 62.5), (653782.3 6861541.2 84.8, 653801.3 6861506.2 85, 653829.5 6861521.7 85.4, 653810 6861557.3 85.6, 653782.3 6861541.2 84.8)))","LINESTRING (653757.4 6861382.8, 653872.4 6861584.7)"
BATIMENT0000000000164883,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2009-08-07 15:35:53.752,2010-07-09 09:40:19.931,,,true,"",,"",BDTopo,2.5,BDTopo,1.5,"",,,,,30.90,35.40,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897874,FXX,"0","75 Paris","","MULTIPOLYGON Z(((653945.7 6861402 54.1, 653957.8 6861396.5 52.6, 653963.5 6861392.2 52.3, 653966.5 6861394.2 52.3, 653941.1 6861427.5 51.5, 653933.1 6861431.4 48.4, 653927.1 6861434.5 46.2, 653925.3 6861439.2 46.2, 653919.3 6861442.8 46.4, 653920.3 6861446 46.4, 653924.8 6861444.4 46.4, 653926.5 6861448.2 46.4, 653921.5 6861454.9 46.7, 653917.4 6861458.2 46.7, 653914.6 6861462.1 39.5, 653911.7 6861455.4 39.4, 653911.2 6861453.7 46.9, 653904.3 6861456.9 46.7, 653906.6 6861462.6 46.5, 653910 6861460.2 38.5, 653912.3 6861465.1 38.6, 653909.4 6861469.8 46.6, 653890.4 6861493.6 53.1, 653886.5 6861486.3 53.5, 653883.2 6861488.6 53.1, 653884.3 6861490.9 52.3, 653885.3 6861494.1 52.2, 653885.3 6861497.8 52.2, 653884.7 6861500.7 52.2, 653883.6 6861503.7 52.3, 653881.9 6861506.3 52.3, 653879.2 6861508.3 52.4, 653876 6861509.9 52.6, 653872.6 6861510.9 52.8, 653870.5 6861511 53.5, 653866.7 6861518.6 54.4, 653869.8 6861520.2 52.3, 653832.7 6861569.5 51.3, 653826.6 6861578 51.6, 653823.3 6861583 51.8, 653821.1 6861585.5 51.8, 653818 6861587.8 52.8, 653814.5 6861590.2 54.8, 653811.5 6861591.7 55.7, 653807.4 6861593 57.6, 653801.5 6861594.5 59.9, 653797.7 6861594.9 60.9, 653794.2 6861595 62.1, 653790.2 6861594.9 62.6, 653785.6 6861594.6 64.7, 653781.2 6861593.5 66.2, 653779.3 6861593 66.3, 653775.7 6861591.6 66, 653770.2 6861588.4 66, 653766.4 6861585.7 66.1, 653762.4 6861581.6 64.6, 653760.9 6861579.6 63.2, 653758.8 6861576.3 61.1, 653756.8 6861573.4 59.1, 653755.4 6861569.6 58.4, 653754.4 6861566.6 56.6, 653753.2 6861563.3 55.1, 653752.3 6861558.9 54.5, 653752.1 6861555.7 53.7, 653752.3 6861550.9 53.1, 653752.5 6861548 52.6, 653753 6861544.9 52.4, 653757.4 6861534.7 52.4, 653761.1 6861536.7 52.4, 653765.5 6861539.2 52.4, 653775.9 6861544.3 52.4, 653772.8 6861548.8 52.4, 653764.8 6861565.2 52.4, 653765.7 6861567.5 52.4, 653766.3 6861569.5 52.4, 653768 6861572.1 52.4, 653770.3 6861574.8 52.4, 653772.6 6861577 52.4, 653775.1 6861578.8 52.4, 653777.2 6861580.5 52.4, 653780.2 6861582.3 52.4, 653783.2 6861583.7 52.4, 653786.5 6861584.3 52.4, 653789.6 6861584.7 52.4, 653792.9 6861584.7 52.4, 653795.7 6861584.7 52.4, 653799.5 6861584.4 52.4, 653808.8 6861567.2 52.4, 653811.1 6861564.2 52.4, 653815.8 6861566.8 52.4, 653827 6861552.6 52.4, 653822.2 6861549.2 52.4, 653844.8 6861507.4 52.4, 653854.9 6861512.5 52.4, 653858.8 6861506.2 52.4, 653860.7 6861503.4 52.4, 653871.8 6861483.8 52.4, 653872.4 6861480.5 52.4, 653865.6 6861476.5 52.4, 653867 6861473.2 52.4, 653859.8 6861458.7 52.4, 653858 6861462.8 52.4, 653856.3 6861461.2 52.4, 653836.4 6861451.1 52.4, 653845.9 6861434.1 52.4, 653827.4 6861424.3 52.4, 653828.4 6861419.9 52.4, 653837.8 6861385.4 52.4, 653835.3 6861382.8 52.4, 653834.1 6861386.1 52.4, 653831.1 6861385.1 52.4, 653830 6861390.5 52.4, 653832.8 6861391.4 52.4, 653830.8 6861403.2 52.4, 653808.7 6861389.6 52.4, 653809.7 6861386.7 52.4, 653803.8 6861384.8 52.4, 653806 6861377.9 52.4, 653803.3 6861377.1 52.4, 653822.2 6861314.3 52.4, 653826.6 6861315.4 52.4, 653841.8 6861319.3 52.4, 653845.9 6861320.2 52.4, 653836.7 6861363.1 52.4, 653841.9 6861371.9 54.9, 653843.6 6861376.6 54.9, 653841.8 6861387.4 54.9, 653848.9 6861389.7 54.9, 653845 6861405.9 54.9, 653853 6861423.2 54.9, 653871.5 6861414.6 53.9, 653862.1 6861393.8 52.9, 653873.9 6861388.3 53.9, 653883.9 6861408.7 53.5, 653886.6 6861407.2 54.3, 653892.7 6861418.5 53.8, 653889.7 6861420.3 51.5, 653894.5 6861427.9 50.7, 653889.4 6861430.5 48, 653898.8 6861447.1 46, 653919.7 6861435.4 46.6, 653919.1 6861433.3 46.6, 653924.7 6861428 46.6, 653930.5 6861425.4 47.4, 653936.9 6861422.5 48.3, 653931.6 6861408.6 52.5, 653945.7 6861402 54.1), (653864.3 6861431.9 54.2, 653877.5 6861425.7 53.6, 653887.7 6861446.5 50, 653873.6 6861452.5 54.5, 653864.3 6861431.9 54.2), (653893.2 6861461.8 38.7, 653895.5 6861466.8 38.7, 653896.7 6861471 54, 653886.2 6861476.5 54, 653880.4 6861465.4 53.7, 653891.8 6861459.3 53.7, 653893.2 6861461.8 38.7)))","LINESTRING (653752.1 6861314.3, 653966.5 6861595)"
BATIMENT0000000000168524,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:22:35.951,2010-07-09 09:41:08.085,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,28.40,33.10,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897879,FXX,"0","75 Paris","","MULTIPOLYGON Z(((654217.8 6860162.8 61.4, 654221 6860165.9 60.6, 654224.9 6860169.5 61.1, 654211.9 6860185.7 61.1, 654231.4 6860201.7 61.1, 654244.8 6860185.5 61.1, 654248.8 6860188.5 60.6, 654253.2 6860191.9 61.1, 654239.7 6860208.4 61.1, 654259.3 6860224.2 61.1, 654272.8 6860207.8 61.1, 654276.7 6860211.1 61.5, 654280.9 6860214.5 61.1, 654267.7 6860231.1 61.1, 654287.3 6860246.9 61.1, 654300.7 6860230.2 61.1, 654305.1 6860234 61.5, 654309.2 6860237.6 61.1, 654268 6860288.2 61.2, 654175.6 6860212.9 61.1, 654216.6 6860162.4 61.4, 654217.8 6860162.8 61.4), (654189 6860213.6 61.3, 654199.3 6860201 61.1, 654219.1 6860216.8 61.2, 654208.7 6860229.4 61.3, 654189 6860213.6 61.3), (654244.7 6860258.8 61.3, 654255.2 6860246.6 60.9, 654274.7 6860262.7 61.4, 654264.5 6860275 61.3, 654244.7 6860258.8 61.3), (654216.9 6860236.2 61.5, 654227.5 6860224 60.8, 654246.9 6860239.8 61, 654236.6 6860252.3 61.5, 654216.9 6860236.2 61.5)))","LINESTRING (654175.6 6860162.4, 654309.2 6860288.2)"
BATIMENT0000000000168540,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:22:35.951,2010-07-09 09:41:08.085,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,13.20,34.00,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897879,FXX,"0","75 Paris","","MULTIPOLYGON Z(((654147.6 6860153.6 47.2, 654186.6 6860184.9 47.1, 654163.1 6860213.4 47.1, 654124.5 6860182 47.2, 654147.6 6860153.6 47.2)))","LINESTRING (654124.5 6860153.6, 654186.6 6860213.4)"
BATIMENT0000000000168543,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:22:35.951,2010-07-09 09:41:08.085,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,29.40,33.10,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897879,FXX,"0","75 Paris","","MULTIPOLYGON Z(((654215.6 6860136.7 62.5, 654209.3 6860141.5 62.5, 654207.4 6860142.6 62.4, 654204.1 6860138.7 62.5, 654197.2 6860129.5 62.5, 654192.1 6860122.2 62.5, 654196.3 6860123.1 62.5, 654198.6 6860123.1 62.5, 654207.6 6860130.3 62.5, 654215.6 6860136.7 62.5)))","LINESTRING (654192.1 6860122.2, 654215.6 6860142.6)"
BATIMENT0000000000168544,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:22:35.951,2010-07-09 09:41:08.085,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,15.40,33.20,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897879,FXX,"0","75 Paris","","MULTIPOLYGON Z(((654169.4 6860126.7 48.6, 654153.4 6860146.1 48.6, 654141.9 6860136.9 48.6, 654157 6860117.2 48.5, 654169.4 6860126.7 48.6)))","LINESTRING (654141.9 6860117.2, 654169.4 6860146.1)"
BATIMENT0000000000169318,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2007-09-04 07:22:35.951,2010-07-09 09:41:08.085,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,42.70,33.10,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897879,FXX,"0","75 Paris","","MULTIPOLYGON Z(((654211.5 6860106.5 74.4, 654211.7 6860110.6 74.4, 654210.9 6860114.2 74.4, 654208.8 6860118.1 74.4, 654205.1 6860121.1 74.4, 654200.8 6860123 74.4, 654198.6 6860123.1 75, 654196.3 6860123.1 74.4, 654192.1 6860122.2 74.5, 654188.1 6860119.4 74.6, 654185.5 6860116.3 74.6, 654184.3 6860112.7 74.6, 654184.1 6860111 75.8, 654183.9 6860108.9 74.6, 654184.7 6860105.1 74.6, 654187.2 6860100.5 74.7, 654190.5 6860097.2 74.7, 654193.4 6860095.8 74.7, 654195.6 6860095.5 74.5, 654197.6 6860095.3 74.4, 654200.8 6860095.4 74.4, 654205 6860096.9 74.4, 654208.8 6860100.3 74.4, 654210.8 6860104.1 74.4, 654211.5 6860106.5 74.4)))","LINESTRING (654183.9 6860095.3, 654211.7 6860123.1)"
BATIMENT0000000000169319,Indifférenciée,Indifférencié,,false,En service,true,2006-05-22 13:18:11.780,2008-11-28 09:50:29.650,2010-07-09 09:41:08.085,,,true,"",,,BDTopo,2.5,BDTopo,1.5,"",,,,,40.60,33.10,,,,,"",,,Imagerie aérienne,,"","",,,,"",4897879,FXX,"0","75 Paris","","MULTIPOLYGON Z(((654197.6 6860095.3 68.4, 654195.6 6860095.5 68.4, 654193.4 6860095.8 68.4, 654190.5 6860097.2 68.4, 654187.2 6860100.5 68.4, 654184.7 6860105.1 68.4, 654183.9 6860108.9 68.4, 654184.1 6860111 68.4, 654182 6860109.3 68.4, 654173.1 6860102.4 67.6, 654166.3 6860096.9 67.5, 654154.4 6860087.2 67.5, 654142.9 6860077.9 67.5, 654132.2 6860069.1 67.5, 654122 6860060.8 68, 654115 6860055.1 68.5, 654119 6860050.5 72, 654116.9 6860048.5 72, 654121.8 6860041.9 72.3, 654124.7 6860043.7 72.5, 654128.2 6860039 68.7, 654145.7 6860053.1 67.3, 654155.3 6860060.8 68, 654159.8 6860064.3 68.4, 654167.1 6860070.2 69.1, 654168 6860071 69.2, 654178.9 6860080 71.3, 654193.5 6860092 73.7, 654197.6 6860095.3 68.4)))","LINESTRING (654115 6860039, 654197.6 6860111)"
