"cleabs","nature","usage_1","usage_2","construction_legere","etat_de_l_objet","gcms_detruit","gcms_date_creation","gcms_date_modification","gcms_date_destruction","date_d_apparition","date_de_confirmation","diffusion","source_detaillee","sources","identifiants_sources","methode_d_acquisition_planimetrique","precision_planimetrique","methode_d_acquisition_altimetrique","precision_altimetrique","complement","nombre_de_logements","nombre_d_etages","materiaux_des_murs","materiaux_de_la_toiture","hauteur","altitude_minimale_sol","altitude_minimale_toit","altitude_maximale_toit","altitude_maximale_construction","altitude_maximale_sol","nom","commentaire_centralise","commentaire_collecteur","origine_du_batiment","source_restitution","metadonnees_unification","metadonnees_appariement_ff","appariement_fichiers_fonciers","identifiant_parcellaire","liens_vers_adresse","liens_vers_evolution","gcms_numrec","gcms_territoire","gcms_fingerprint","gcvs_nom_lot","exception_legitime","geometrie","gcvs_empreinte"
BATIMENT0000000257669454,Indifférenciée,Indifférencié,,false,En service,true,2011-05-03 09:30:40.309,2021-05-21 22:53:10.828,2023-10-20 15:52:59.981,,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",,,,,2.90,5.30,8.20,10.20,,5.30,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=033063000GA010004;Type BDP=Bâtiment en dur;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000243969901;,"",,,,"",45614484,FXX,"5428d2d65f3d9e3a8b5c170bdcfda648",,"","MULTIPOLYGON Z(((419731.2 6420393.3 8.2, 419732.9 6420391.6 8.2, 419732.6 6420391.3 8.2, 419731.2 6420393.3 8.2)))","LINESTRING (419731.2 6420391.3, 419732.9 6420393.3)"
BATIMENT0000000257669558,"Industriel, agricole ou commercial",Commercial et services,,false,En service,true,2011-05-03 09:30:40.309,2022-05-25 11:04:38.017,2024-10-11 19:20:31.153,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",0,2,"","",9.50,4.90,14.40,14.80,,5.10,"",,,Cadastre,,TA=1BDU-1BDP;TX=0;TY=0;Id Parcelle=033063000BW010214;Type BDP=Bâtiment en dur;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000243969809;,"{""fusion"": ""false"", ""classe_q"": ""A"", ""id_bati_ff"": ""33063000BW0331-2120-9000--A"", ""indice_app"": ""1.0"", ""nb_bati_ff"": ""1"", ""nb_bati_bdt"": ""1"", ""id_par_ou_tup"": ""33063000BW0331"", ""nb_ff_non_app"": ""0"", ""type_parcelle"": ""SIMPLE"", ""nb_bdt_non_app"": ""0""}",A 1.0,"33063000BW0331","","",47946751,FXX,"407137b6c5b80e2fa83b22d8e10ea704",,"","MULTIPOLYGON Z(((419601.3 6420302.5 14.4, 419599.1 6420305.1 14.4, 419588.8 6420316.9 14.4, 419558.9 6420290.8 14.4, 419556.1 6420288.4 14.4, 419526.2 6420262.3 14.4, 419549 6420236.2 14.4, 419578.9 6420262.3 14.4, 419581.7 6420264.7 14.4, 419611.6 6420290.8 14.4, 419610.4 6420292.1 14.4, 419613.6 6420294.9 14.4, 419609.9 6420299 14.4, 419606.8 6420296.2 14.4, 419601.3 6420302.5 14.4)))","LINESTRING (419526.2 6420236.2, 419613.6 6420316.9)"
BATIMENT0000000257669559,"Industriel, agricole ou commercial",Commercial et services,,false,En service,true,2011-05-03 09:30:40.309,2022-05-25 11:04:37.048,2023-10-20 12:36:02.410,,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",0,1,"","",4.20,5.00,9.20,9.70,,5.10,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=033063000GA010007;Type BDP=Bâtiment en dur;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000243969943;,"{""fusion"": ""false"", ""classe_q"": ""A"", ""id_bati_ff"": ""33063000GA0007-6900---A"", ""indice_app"": ""1.0"", ""nb_bati_ff"": ""1"", ""nb_bati_bdt"": ""1"", ""id_par_ou_tup"": ""33063000GA0007"", ""nb_ff_non_app"": ""0"", ""type_parcelle"": ""SIMPLE"", ""nb_bdt_non_app"": ""0""}",A 1.0,"33063000GA0007","","",45612309,FXX,cd106985c43c5d4391aae28053700062,,"","MULTIPOLYGON Z(((419781.7 6420331.2 9.2, 419776.6 6420325.9 9.2, 419775.1 6420324.4 9.2, 419773 6420326.3 9.2, 419774.9 6420328.3 9.2, 419769.1 6420333.3 9.2, 419774.4 6420338.8 9.2, 419781.7 6420331.2 9.2)))","LINESTRING (419769.1 6420324.4, 419781.7 6420338.8)"
BATIMENT0000000257669560,"Industriel, agricole ou commercial",Indifférencié,,false,En service,true,2011-05-03 09:30:40.309,2021-05-21 22:53:10.828,2022-07-11 11:24:49.151,,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",,,,,4.10,5.00,9.20,9.70,,5.40,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=033063000GA010015;Type BDP=Bâtiment en dur;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000243969943;,"",,,,"",42398991,FXX,"9a0b55c8a66e00b52f385d6ef0416bec",,"","MULTIPOLYGON Z(((419781.7 6420331.2 9.2, 419774.4 6420338.8 9.2, 419781.5 6420346.1 9.2, 419788.8 6420338.5 9.2, 419781.7 6420331.2 9.2)))","LINESTRING (419774.4 6420331.2, 419788.8 6420346.1)"
BATIMENT0000000257669561,"Industriel, agricole ou commercial",Indifférencié,,true,En service,true,2011-05-03 09:30:40.309,,2016-03-10 14:07:20.380,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",,,,,7.70,3.00,10.70,,,,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=033063000GA010007;Type BDP=Construction légère;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000243969943;,"",,,,"",14205947,FXX,"0",,"","MULTIPOLYGON Z(((419757.6 6420357.2 10.7, 419749.4 6420348.7 10.7, 419760.4 6420338.4 10.7, 419761.8 6420340.2 10.7, 419769.1 6420333.3 10.7, 419774.4 6420338.8 10.7, 419763.4 6420350.4 10.7, 419763 6420350.8 10.7, 419762.6 6420351.2 10.7, 419762.2 6420351.7 10.7, 419761.8 6420352.1 10.7, 419761.4 6420352.5 10.7, 419761.1 6420353 10.7, 419760.7 6420353.4 10.7, 419760.3 6420353.8 10.7, 419759.9 6420354.3 10.7, 419759.6 6420354.7 10.7, 419759.2 6420355.1 10.7, 419758.9 6420355.6 10.7, 419758.5 6420356 10.7, 419758.2 6420356.5 10.7, 419757.8 6420356.9 10.7, 419757.6 6420357.2 10.7)))","LINESTRING (419749.4 6420333.3, 419774.4 6420357.2)"
BATIMENT0000000257669562,"Industriel, agricole ou commercial",Indifférencié,,true,En service,true,2011-05-03 09:30:40.309,,2016-03-10 14:07:20.380,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",,,,,7.60,3.00,10.60,,,,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=033063000GA010015;Type BDP=Construction légère;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000243969943;,"",,,,"",14205947,FXX,"0",,"","MULTIPOLYGON Z(((419757.6 6420357.2 10.6, 419757.8 6420356.9 10.6, 419758.2 6420356.5 10.6, 419758.5 6420356 10.6, 419758.9 6420355.6 10.6, 419759.2 6420355.1 10.6, 419759.6 6420354.7 10.6, 419759.9 6420354.3 10.6, 419760.3 6420353.8 10.6, 419760.7 6420353.4 10.6, 419761.1 6420353 10.6, 419761.4 6420352.5 10.6, 419761.8 6420352.1 10.6, 419762.2 6420351.7 10.6, 419762.6 6420351.2 10.6, 419763 6420350.8 10.6, 419763.4 6420350.4 10.6, 419774.4 6420338.8 10.6, 419781.5 6420346.1 10.6, 419764.2 6420364.1 10.6, 419757.6 6420357.2 10.6)))","LINESTRING (419757.6 6420338.8, 419781.5 6420364.1)"
BATIMENT0000000257669563,"Industriel, agricole ou commercial",Indifférencié,,false,En service,true,2011-05-03 09:30:40.309,2021-05-21 22:53:10.828,2022-07-11 11:24:49.151,,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",,,,,3.70,5.30,9.00,9.30,,5.40,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=-1;Type BDP=Bâtiment en dur;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000243969943;,"",,,,"",42398991,FXX,"4adc6a6fa8c6d7427e63603ca2256e2b",,"","MULTIPOLYGON Z(((419788.8 6420338.5 9, 419781.5 6420346.1 9, 419783.1 6420347.7 9, 419790.7 6420340.4 9, 419788.8 6420338.5 9)))","LINESTRING (419781.5 6420338.5, 419790.7 6420347.7)"
BATIMENT0000000257669564,"Industriel, agricole ou commercial",Indifférencié,,true,En service,true,2011-05-03 09:30:40.309,,2016-03-10 14:07:20.380,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",,,,,7.60,3.00,10.60,,,,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=-1;Type BDP=Construction légère;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000243969943;,"",,,,"",14205947,FXX,"0",,"","MULTIPOLYGON Z(((419781.5 6420346.1 10.6, 419783.1 6420347.7 10.6, 419775.9 6420354.6 10.6, 419777.6 6420356.5 10.6, 419766.8 6420366.8 10.6, 419764.2 6420364.1 10.6, 419781.5 6420346.1 10.6)))","LINESTRING (419764.2 6420346.1, 419783.1 6420366.8)"
BATIMENT0000000257794622,Indifférenciée,Indifférencié,,true,En service,false,2011-05-05 15:05:35.930,2021-05-21 20:35:28.702,,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",,,,,2.60,25.50,28.10,28.60,,27.40,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=033449000EZ010001;Type BDP=Construction légère;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000051027781;,"",,,,"",39692456,FXX,cded49491285619bd460cfafd4ad6d29,,"","MULTIPOLYGON Z(((404730.7 6427815.6 28.1, 404729.2 6427814.2 28.1, 404726 6427811.2 28.1, 404727.7 6427809.6 28.1, 404732.3 6427814.2 28.1, 404730.7 6427815.6 28.1)))","LINESTRING (404726 6427809.6, 404732.3 6427815.6)"
BATIMENT0000000257794623,Indifférenciée,Indifférencié,,true,En service,false,2011-05-05 15:05:35.930,2021-05-21 20:35:28.702,,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",,,,,2.60,25.50,28.10,30.60,,27.40,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=033449000EZ010001;Type BDP=Construction légère;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000051027781;,"",,,,"",39692456,FXX,"7abe0eb8d224e569af556ba07bb738e1",,"","MULTIPOLYGON Z(((404728.8 6427814.6 28.1, 404726.8 6427816.7 28.1, 404724.5 6427814.6 28.1, 404726.5 6427812.4 28.1, 404728.8 6427814.6 28.1)))","LINESTRING (404724.5 6427812.4, 404728.8 6427816.7)"
BATIMENT0000000257794624,Indifférenciée,Résidentiel,,false,En service,false,2011-05-05 15:05:35.930,2022-05-25 10:04:21.600,,1970-01-01,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",1,1,"40","10",3.30,25.50,28.80,31.30,,27.40,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=033449000EZ010001;Type BDP=Bâtiment en dur;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000051027781;,"{""fusion"": ""false"", ""classe_q"": ""A"", ""id_bati_ff"": ""33449000EZ0001-0733-0031--A"", ""indice_app"": ""1.0"", ""nb_bati_ff"": ""1"", ""nb_bati_bdt"": ""1"", ""id_par_ou_tup"": ""33449000EZ0001"", ""nb_ff_non_app"": ""0"", ""type_parcelle"": ""SIMPLE"", ""nb_bdt_non_app"": ""0""}",A 1.0,"33449000EZ0001",ADRNIVX_0000000276142680,"",42025690,FXX,"3c69bcd558133ec3b566147a5335a8b5",,"","MULTIPOLYGON Z(((404737.4 6427799.9 28.8, 404738.1 6427799.2 28.8, 404745.3 6427806.1 28.8, 404734.6 6427817.5 28.8, 404732.3 6427815.4 28.8, 404736.9 6427810.3 28.8, 404726.5 6427800.2 28.8, 404732 6427794.7 28.8, 404737.4 6427799.9 28.8)))","LINESTRING (404726.5 6427794.7, 404745.3 6427817.5)"
BATIMENT0000000257794625,Indifférenciée,Indifférencié,,true,En service,false,2011-05-05 15:05:35.930,2021-05-21 20:35:28.702,,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",,,,,2.60,25.50,28.10,28.40,,27.40,"",,,Cadastre,,TA=1BDU-NBDP;TX=0;TY=0;Id Parcelle=033449000EZ010001;Type BDP=Construction légère;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000051027781;,"",,,,"",39692456,FXX,ab051c092cc8b16ececadbbe535ddea9,,"","MULTIPOLYGON Z(((404730.7 6427815.6 28.1, 404733.2 6427818 28.1, 404730.8 6427820.4 28.1, 404726.8 6427816.7 28.1, 404728.8 6427814.6 28.1, 404729.2 6427814.2 28.1, 404730.7 6427815.6 28.1)))","LINESTRING (404726.8 6427814.2, 404733.2 6427820.4)"
BATIMENT0000000257794824,Indifférenciée,Résidentiel,,false,En service,false,2011-05-05 15:05:35.930,2022-05-25 10:04:20.563,,1971-01-01,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",1,1,"40","10",3.10,27.10,30.30,30.90,,27.50,"",,,Cadastre,,TA=1BDU-1BDP;TX=0;TY=0;Id Parcelle=033449000EZ010002;Type BDP=Bâtiment en dur;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000051027919;,"{""fusion"": ""false"", ""classe_q"": ""C"", ""id_bati_ff"": ""33449000EZ0002-0733-0029--A"", ""indice_app"": ""0.67"", ""nb_bati_ff"": ""2"", ""nb_bati_bdt"": ""2"", ""id_par_ou_tup"": ""33449000EZ0002"", ""nb_ff_non_app"": ""0"", ""type_parcelle"": ""SIMPLE"", ""nb_bdt_non_app"": ""0"", ""indice_detaille"": ""AAAA""}",C 0.7,"33449000EZ0002",ADRNIVX_0000000276142678,"",42025689,FXX,"3ccbd6a1c6d172c6639dbdc509fce205",,"","MULTIPOLYGON Z(((404757.9 6427828.6 30.3, 404747.7 6427819.6 30.3, 404742.6 6427825.3 30.3, 404746.6 6427829.2 30.3, 404742.7 6427833.8 30.3, 404748.4 6427838.9 30.3, 404757.9 6427828.6 30.3)))","LINESTRING (404742.6 6427819.6, 404757.9 6427838.9)"
BATIMENT0000000257794919,Indifférenciée,Indifférencié,,true,En service,false,2011-05-05 15:05:35.930,2021-05-21 20:35:27.097,,,,true,"",,"",BDParcellaire,5.0,Corrélation,1.0,"",,,,,2.00,27.10,29.20,29.40,,27.50,"",,,Cadastre,,TA=0BDU-1BDP;TX=0;TY=0;Id Parcelle=033449000EZ010001;Type BDP=Construction légère;Anc. SG2D=;Anc. CLEABS=;,"",,,,"",39692455,FXX,"3b274b0985a0c8612bccef5a32094395",,"","MULTIPOLYGON Z(((404722.3 6427827.8 29.2, 404717.3 6427833.6 29.2, 404719.7 6427835.5 29.2, 404724.7 6427829.9 29.2, 404722.3 6427827.8 29.2)))","LINESTRING (404717.3 6427827.8, 404724.7 6427835.5)"
BATIMENT0000000258428655,Indifférenciée,Résidentiel,,false,En service,false,2011-05-19 13:49:41.459,2019-04-08 08:50:57.568,,1995-01-01,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",1,2,"35","10",3.70,230.10,233.80,236.90,,231.00,"",,,Cadastre,,TA=1BDU-NBDP;TX=1;TY=-1;Id Parcelle=013016000BL010444;Type BDP=Bâtiment en dur;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000040546248;,"{""fusion"": ""false"", ""classe_q"": ""A"", ""id_bati_ff"": ""13016000BL0444-0170-5444--A"", ""indice_app"": ""1.0"", ""nb_bati_ff"": ""1"", ""nb_bati_bdt"": ""1"", ""id_par_ou_tup"": ""13016000BL0444"", ""nb_ff_non_app"": ""0"", ""type_parcelle"": ""SIMPLE"", ""nb_bdt_non_app"": ""0""}",A 1.0,"13016000BL0444","","",35452507,FXX,"5c06c6d75a1449f62fa134e751baf665",,"","MULTIPOLYGON Z(((909952.3 6258496.8 233.8, 909947 6258498.3 233.8, 909941.5 6258496.9 233.8, 909942.7 6258492.4 233.8, 909945.2 6258492.9 233.8, 909948.1 6258493.5 233.8, 909951.3 6258492.6 233.8, 909950.6 6258490.4 233.8, 909956.3 6258488.8 233.8, 909956.2 6258488.3 233.8, 909959.9 6258487.3 233.8, 909959.9 6258486.3 233.8, 909963 6258485.5 233.8, 909966.5 6258498 233.8, 909959 6258500.1 233.8, 909957.9 6258496.4 233.8, 909957.4 6258494.6 233.8, 909952.1 6258495.9 233.8, 909952.3 6258496.8 233.8)))","LINESTRING (909941.5 6258485.5, 909966.5 6258500.1)"
BATIMENT0000000258428694,Indifférenciée,Indifférencié,,false,En service,false,2011-05-19 13:49:41.459,2017-10-25 14:24:18.086,,,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",,,,,3.60,227.10,230.70,234.10,,227.90,"",,,Cadastre,,TA=NBDU-MBDP;TX=-1;TY=-1;Id Parcelle=013016000BL010215;Type BDP=Bâtiment en dur;Anc. SG2D=BDTopo;Anc. CLEABS=BATIMENT0000000224699484/BATIMENT0000000040546230;,"",,,,"",31721728,FXX,b6d24a69e4afabc9fb1f501088091019,,"","MULTIPOLYGON Z(((909978.5 6258457.1 230.7, 909978.5 6258456.9 230.7, 909978.6 6258454.2 230.7, 909974 6258454 230.7, 909974 6258457 230.7, 909978.5 6258457.1 230.7)))","LINESTRING (909974 6258454, 909978.6 6258457.1)"
BATIMENT0000000258428695,Indifférenciée,Résidentiel,Annexe,false,En service,false,2011-05-19 13:49:41.459,2019-04-08 08:50:57.568,,,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",1,2,"00","00",6.50,227.50,234.00,235.60,,228.60,"",,,Cadastre,,TA=NBDU-MBDP;TX=-1;TY=-1;Id Parcelle=013016000BL010214;Type BDP=Bâtiment en dur;Anc. SG2D=BDTopo;Anc. CLEABS=BATIMENT0000000224699484/BATIMENT0000000040546230;,"{""fusion"": ""false"", ""classe_q"": ""C"", ""id_bati_ff"": ""13016000BL0214-0160-9026--A"", ""indice_app"": ""0.23"", ""nb_bati_ff"": ""2"", ""nb_bati_bdt"": ""1"", ""id_par_ou_tup"": ""13016000BL0214"", ""nb_ff_non_app"": ""1"", ""type_parcelle"": ""SIMPLE"", ""nb_bdt_non_app"": ""0"", ""indice_detaille"": ""DABA""}",C 0.2,"13016000BL0214","","",35452507,FXX,"59344d36c39045a09457fdb74529176d",,"","MULTIPOLYGON Z(((909978.3 6258469.1 234, 909978.4 6258462.6 234, 909978.5 6258457.1 234, 909974 6258457 234, 909974 6258459.5 234, 909973.9 6258462.7 234, 909973.8 6258468.9 234, 909978.3 6258469.1 234)))","LINESTRING (909973.8 6258457, 909978.5 6258469.1)"
BATIMENT0000000258428696,Indifférenciée,Résidentiel,Annexe,false,En service,false,2011-05-19 13:49:41.459,2019-04-08 08:50:57.568,,2010-01-01,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",4,1,"00","00",6.10,227.50,233.60,235.40,,229.00,"",,,Cadastre,,TA=NBDU-MBDP;TX=-1;TY=-1;Id Parcelle=013016000BL010213;Type BDP=Bâtiment en dur;Anc. SG2D=BDTopo;Anc. CLEABS=BATIMENT0000000224699484/BATIMENT0000000040546230;,"{""fusion"": ""false"", ""classe_q"": ""A"", ""id_bati_ff"": ""13016000BL0213-B118-9031--A"", ""indice_app"": ""0.17"", ""nb_bati_ff"": ""1"", ""nb_bati_bdt"": ""2"", ""id_par_ou_tup"": ""13016000BL0213"", ""nb_ff_non_app"": ""0"", ""type_parcelle"": ""SIMPLE"", ""nb_bdt_non_app"": ""1"", ""indice_detaille"": ""ECBA""}",A 0.2,"13016000BL0213","","",35452507,FXX,"09f84173880e87f48055736a4f1259de",,"","MULTIPOLYGON Z(((909984.6 6258469.3 233.6, 909987.9 6258469.4 233.6, 909989.3 6258466.8 233.6, 909989.5 6258466.5 233.6, 909986.7 6258465 233.6, 909986.9 6258460.3 233.6, 909989.6 6258460.3 233.6, 909989.5 6258456.6 233.6, 909986.8 6258456.6 233.6, 909986.8 6258457.2 233.6, 909984 6258457.2 233.6, 909978.5 6258457.1 233.6, 909978.4 6258462.6 233.6, 909978.3 6258469.1 233.6, 909981.3 6258469.2 233.6, 909983 6258469.2 233.6, 909984.6 6258469.3 233.6)))","LINESTRING (909978.3 6258456.6, 909989.6 6258469.4)"
BATIMENT0000000258428697,Indifférenciée,Indifférencié,,false,En service,false,2011-05-19 13:49:41.459,2017-10-25 14:24:19.250,,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",,,,,2.30,228.40,230.70,234.00,,229.30,"",,,Cadastre,,TA=NBDU-MBDP;TX=-1;TY=-1;Id Parcelle=013016000BL010215;Type BDP=Bâtiment en dur;Anc. SG2D=BDTopo;Anc. CLEABS=BATIMENT0000000224699484/BATIMENT0000000040546230;,"",,,,"",31721729,FXX,d0aae4bf409c3d6d3ac44f0ab0d0b0b7,,"","MULTIPOLYGON Z(((909973.8 6258473.4 230.7, 909973.8 6258468.9 230.7, 909978.3 6258469.1 230.7, 909981.3 6258469.2 230.7, 909983 6258469.2 230.7, 909982.9 6258473.5 230.7, 909973.8 6258473.4 230.7)))","LINESTRING (909973.8 6258468.9, 909983 6258473.5)"
BATIMENT0000000258428698,Indifférenciée,Indifférencié,,false,En service,false,2011-05-19 13:49:41.459,2017-10-25 14:24:18.086,,,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",,,,,2.90,227.60,230.50,232.70,,228.00,"",,,Cadastre,,TA=NBDU-MBDP;TX=-1;TY=-1;Id Parcelle=013016000BL010215;Type BDP=Bâtiment en dur;Anc. SG2D=BDTopo;Anc. CLEABS=BATIMENT0000000224699484/BATIMENT0000000040546230;,"",,,,"",31721728,FXX,"2fb76f12333e496a47c2419a5714434c",,"","MULTIPOLYGON Z(((909974 6258459.5 230.5, 909972.2 6258459.6 230.5, 909972.3 6258462.7 230.5, 909973.9 6258462.7 230.5, 909974 6258459.5 230.5)))","LINESTRING (909972.2 6258459.5, 909974 6258462.7)"
BATIMENT0000000258428699,Indifférenciée,Indifférencié,,false,En service,false,2011-05-19 13:49:41.459,2017-10-25 14:24:18.086,,,,true,"",,"",BDParcellaire recalée,3.0,Corrélation,1.0,"",,,,,1.70,227.00,228.70,230.50,,228.10,"",,,Cadastre,,TA=NBDU-MBDP;TX=-1;TY=-1;Id Parcelle=013016000BL010213;Type BDP=Bâtiment en dur;Anc. SG2D=BDTopo;Anc. CLEABS=BATIMENT0000000224699484/BATIMENT0000000040546230;,"",,,,"",31721728,FXX,db73861c58d7814098ae6798b207ce04,,"","MULTIPOLYGON Z(((909984 6258457.2 228.7, 909986.8 6258457.2 228.7, 909986.8 6258456.6 228.7, 909986.8 6258455.6 228.7, 909986.6 6258454.5 228.7, 909986.5 6258454.1 228.7, 909984.1 6258454.1 228.7, 909984.1 6258454.4 228.7, 909984 6258457.2 228.7)))","LINESTRING (909984 6258454.1, 909986.8 6258457.2)"
BATIMENT0000000258428700,Indifférenciée,Indifférencié,,true,En service,true,2011-05-19 13:49:41.459,,2012-11-26 14:26:02.603,,,true,"",,"",BDParcellaire recalée,3.0,Pas de Z,9999.0,"",,,,,0.00,227.70,,,,,"",,,Cadastre,,TA=NBDU-MBDP;TX=-1;TY=-1;Id Parcelle=013016000BL010213;Type BDP=Construction légère;Anc. SG2D=BDTopo;Anc. CLEABS=BATIMENT0000000224699484/BATIMENT0000000040546230;,"",,,,"",8553436,FXX,"0",,"","MULTIPOLYGON Z(((909989.6 6258460.3 -1000, 909989.5 6258456.6 -1000, 909990.5 6258456.6 -1000, 909990.5 6258460.3 -1000, 909989.6 6258460.3 -1000)))","LINESTRING (909989.5 6258456.6, 909990.5 6258460.3)"
BATIMENT0000000258428701,Indifférenciée,Annexe,,false,En service,false,2011-05-19 13:49:41.459,2019-04-08 08:50:57.568,,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",0,1,"","",3.20,228.00,231.20,233.20,,230.20,"",,,Cadastre,,TA=NBDU-MBDP;TX=-1;TY=-1;Id Parcelle=013016000BL010212;Type BDP=Bâtiment en dur;Anc. SG2D=BDTopo;Anc. CLEABS=BATIMENT0000000224699484/BATIMENT0000000040546230;,"{""fusion"": ""false"", ""classe_q"": ""B"", ""id_bati_ff"": ""13016000BL0212-0160-9022--A-garage"", ""indice_app"": ""0.38"", ""nb_bati_ff"": ""2"", ""nb_bati_bdt"": ""2"", ""id_par_ou_tup"": ""13016000BL0212"", ""nb_ff_non_app"": ""0"", ""type_parcelle"": ""SIMPLE"", ""nb_bdt_non_app"": ""0"", ""indice_detaille"": ""EAAB""}",B 0.4,"13016000BL0212","","",35452507,FXX,"0228f75847535d555f17a34a225adcc8",,"","MULTIPOLYGON Z(((909984.6 6258478.1 231.2, 909984.6 6258469.3 231.2, 909987.9 6258469.4 231.2, 909988.6 6258469.4 231.2, 909988.6 6258479 231.2, 909988.2 6258478.9 231.2, 909984.6 6258478.1 231.2)))","LINESTRING (909984.6 6258469.3, 909988.6 6258479)"
BATIMENT0000000258428702,Indifférenciée,Indifférencié,,true,En service,false,2011-05-19 13:49:41.459,2017-10-25 14:24:19.250,,,,true,"",,"",BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",,,,,2.00,228.60,230.60,231.60,,229.80,"",,,Cadastre,,TA=NBDU-MBDP;TX=-1;TY=-1;Id Parcelle=013016000BL010215;Type BDP=Construction légère;Anc. SG2D=BDTopo;Anc. CLEABS=BATIMENT0000000224699484/BATIMENT0000000040546230;,"",,,,"",31721729,FXX,"707310d8a5da6117ae7cd11f45124b61",,"","MULTIPOLYGON Z(((909973.8 6258473.4 230.6, 909982.9 6258473.5 230.6, 909982.9 6258477.2 230.6, 909973.8 6258477.2 230.6, 909973.8 6258473.4 230.6)))","LINESTRING (909973.8 6258473.4, 909982.9 6258477.2)"
BATIMENT0000000259342251,Indifférenciée,Commercial et services,,true,En service,false,2011-06-17 09:02:30.126,2023-04-19 16:27:37.873,,,,true,"",,,BDParcellaire recalée,3.0,Interpolation bâti BDTopo,2.5,"",,,,,4.30,223.80,228.10,228.50,,223.80,,,ADMIN MAIRIE,Cadastre,,TA=NBDU-MBDP;TX=2;TY=-4;Id Parcelle=;Type BDP=Construction légère;Anc. SG2D=Photogrammétrie;Anc. CLEABS=BATIMENT0000000008779580/BATIMENT0000000008779758;,"",,,,,44330723,FXX,"5770ecba1b3f5866f4f7e000b2764f96",,,"MULTIPOLYGON Z(((866160.8 6578900 228.1, 866163.2 6578895.4 228.1, 866170 6578898.3 228.1, 866175.3 6578898.8 228.1, 866175.5 6578902 228.1, 866175.6 6578903.7 228.1, 866168.2 6578903.5 228.1, 866160.8 6578900 228.1)))","LINESTRING (866160.8 6578895.4, 866175.6 6578903.7)"
